German_short-haired_pointer,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,hunting_dog,sporting_dog,pointer,german_short-haired_pointer,
dhole,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,wild_dog,dhole,,,,
Chesapeake_Bay_retriever,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,hunting_dog,sporting_dog,retriever,chesapeake_bay_retriever,
bull_mastiff,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,working_dog,bull_mastiff,,,
kuvasz,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,working_dog,watchdog,kuvasz,,
pug,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,pug,,,,
curly-coated_retriever,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,hunting_dog,sporting_dog,retriever,curly-coated_retriever,
Norwich_terrier,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,hunting_dog,terrier,norwich_terrier,,
flat-coated_retriever,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,hunting_dog,sporting_dog,retriever,flat-coated_retriever,
keeshond,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,spitz,keeshond,,,
Eskimo_dog,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,working_dog,eskimo_dog,,,
Brittany_spaniel,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,hunting_dog,sporting_dog,spaniel,brittany_spaniel,
standard_poodle,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,poodle,standard_poodle,,,
Lakeland_terrier,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,hunting_dog,terrier,wirehair,lakeland_terrier,
snow_leopard,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,feline,big_cat,snow_leopard,,,,
Gordon_setter,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,hunting_dog,sporting_dog,setter,gordon_setter,
dingo,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,wild_dog,dingo,,,,
standard_schnauzer,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,hunting_dog,terrier,schnauzer,standard_schnauzer,
Tibetan_terrier,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,hunting_dog,terrier,tibetan_terrier,,
Arctic_fox,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,fox,arctic_fox,,,,
wire-haired_fox_terrier,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,hunting_dog,terrier,fox_terrier,wire-haired_fox_terrier,
basset,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,hunting_dog,hound,basset,,
American_black_bear,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,bear,american_black_bear,,,,,
chow,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,spitz,chow,,,
giant_panda,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,procyonid,giant_panda,,,,,
American_Staffordshire_terrier,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,hunting_dog,terrier,bullterrier,american_staffordshire_terrier,
Shetland_sheepdog,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,working_dog,shepherd_dog,shetland_sheepdog,,
Great_Pyrenees,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,great_pyrenees,,,,
Chihuahua,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,toy_dog,chihuahua,,,
tabby,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,feline,cat,domestic_cat,tabby,,,
Labrador_retriever,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,hunting_dog,sporting_dog,retriever,labrador_retriever,
Saint_Bernard,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,working_dog,saint_bernard,,,
Samoyed,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,spitz,samoyed,,,
bluetick,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,hunting_dog,hound,bluetick,,
redbone,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,hunting_dog,hound,redbone,,
polecat,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,musteline_mammal,polecat,,,,,
kelpie,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,working_dog,shepherd_dog,kelpie,,
miniature_pinscher,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,working_dog,watchdog,pinscher,miniature_pinscher,
Italian_greyhound,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,hunting_dog,hound,greyhound,italian_greyhound,
lion,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,feline,big_cat,lion,,,,
cocker_spaniel,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,hunting_dog,sporting_dog,spaniel,cocker_spaniel,
Irish_setter,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,hunting_dog,sporting_dog,setter,irish_setter,
Sussex_spaniel,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,hunting_dog,sporting_dog,spaniel,sussex_spaniel,
Pembroke,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,corgi,pembroke,,,
Blenheim_spaniel,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,toy_dog,toy_spaniel,english_toy_spaniel,blenheim_spaniel,
Rhodesian_ridgeback,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,hunting_dog,rhodesian_ridgeback,,,
lynx,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,feline,cat,wildcat,lynx,,,
African_hunting_dog,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,wild_dog,african_hunting_dog,,,,
Ibizan_hound,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,hunting_dog,hound,ibizan_hound,,
timber_wolf,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,wolf,timber_wolf,,,,
cheetah,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,feline,big_cat,cheetah,,,,
English_foxhound,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,hunting_dog,hound,foxhound,english_foxhound,
briard,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,working_dog,shepherd_dog,briard,,
sloth_bear,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,bear,sloth_bear,,,,,
Border_terrier,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,hunting_dog,terrier,border_terrier,,
German_shepherd,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,canine,dog,working_dog,shepherd_dog,german_shepherd,,
otter,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,carnivore,musteline_mammal,otter,,,,,
three-toed_sloth,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,edentate,sloth,three-toed_sloth,,,,,
armadillo,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,edentate,armadillo,,,,,,
hare,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,lagomorph,leporid,hare,,,,,
Angora,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,lagomorph,leporid,rabbit,angora,,,,
wood_rabbit,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,lagomorph,leporid,rabbit,wood_rabbit,,,,
titi,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,primate,monkey,new_world_monkey,titi,,,,
colobus,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,primate,monkey,old_world_monkey,colobus,,,,
guenon,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,primate,monkey,old_world_monkey,guenon,,,,
indri,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,primate,lemur,indri,,,,,
orangutan,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,primate,ape,anthropoid_ape,great_ape,orangutan,,,
squirrel_monkey,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,primate,monkey,new_world_monkey,squirrel_monkey,,,,
chimpanzee,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,primate,ape,anthropoid_ape,great_ape,chimpanzee,,,
proboscis_monkey,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,primate,monkey,old_world_monkey,proboscis_monkey,,,,
gorilla,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,primate,ape,anthropoid_ape,great_ape,gorilla,,,
spider_monkey,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,primate,monkey,new_world_monkey,spider_monkey,,,,
siamang,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,primate,ape,anthropoid_ape,lesser_ape,siamang,,,
patas,entity,physical_entity,object,whole,living_thing,organism,animal,chordate,vertebrate,mammal,placental,primate,monkey,old_world_monkey,patas,,,,
